source_id,clip_id,fencer,action,start_frame,end_frame
1,12_Right.mp4,LEFT,ATTACK_STEP_CUT,31,36
1,12_Right.mp4,RIGHT,ATTACK_STEP_CUT,32,37
1,13_Left.mp4,LEFT,ATTACK_LUNGE,16,21
1,13_Left.mp4,RIGHT,ATTACK_LUNGE,16,22
1,14_Left.mp4,LEFT,ATTACK_STEP_CUT,32,36
1,14_Left.mp4,RIGHT,DEFENSE_PARRY_2,32,36
1,14_Left.mp4,RIGHT,ATTACK_RIPOSTE,37,40
1,15_Right.mp4,LEFT,ATTACK_LUNGE,16,21
1,15_Right.mp4,LEFT,ATTACK_COUNTER,30,35
1,15_Right.mp4,LEFT,ATTACK_STOP_CUT,94,98
1,15_Right.mp4,RIGHT,ATTACK_COUNTER,24,28
1,15_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,32,41
1,15_Right.mp4,RIGHT,ATTACK_BEAT,86,89
1,15_Right.mp4,RIGHT,ATTACK_LUNGE,98,103
1,16_Right.mp4,LEFT,DEFENSE_PARRY_2,49,54
1,16_Right.mp4,LEFT,ATTACK_RIPOSTE,55,59
1,17_Right.mp4,LEFT,ATTACK_COUNTER,24,28
1,17_Right.mp4,RIGHT,ATTACK_LUNGE,17,24
1,18_Left.mp4,LEFT,ATTACK_STEP_CUT,34,39
1,18_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,28,40
1,19_Left.mp4,LEFT,ATTACK_LUNGE,18,24
1,19_Left.mp4,RIGHT,ATTACK_COUNTER,26,29
1,20_Left.mp4,LEFT,ATTACK_LUNGE,16,21
1,20_Left.mp4,LEFT,ATTACK_COUNTER,29,33
1,20_Left.mp4,RIGHT,ATTACK_COUNTER,23,28
1,21_Right.mp4,LEFT,ATTACK_BEAT,21,26
1,21_Right.mp4,LEFT,ATTACK_LUNGE,34,40
1,21_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,58,100
1,21_Right.mp4,LEFT,ATTACK_LUNGE,101,109
1,21_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,30,53
1,21_Right.mp4,RIGHT,ATTACK_COUNTER,110,113
1,22_Right.mp4,LEFT,ATTACK_LUNGE,20,26
1,22_Right.mp4,RIGHT,ATTACK_COUNTER,28,31
1,23_Right.mp4,LEFT,ATTACK_COUNTER,26,29
1,23_Right.mp4,RIGHT,ATTACK_LUNGE,20,27
1,24_Right.mp4,LEFT,ATTACK_LUNGE,33,38
1,24_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,29,39
2,1_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,22,26
2,1_Left.mp4,LEFT,ATTACK_COUNTER,27,31
2,1_Left.mp4,RIGHT,ATTACK_LUNGE,19,26
2,2_Left.mp4,LEFT,DEFENSE_PARRY_4,32,35
2,2_Left.mp4,RIGHT,ATTACK_LUNGE,27,34
2,3_Left.mp4,LEFT,ATTACK_LUNGE,23,31
2,3_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,23,33
2,4_Right.mp4,LEFT,ATTACK_STEP_CUT,42,47
2,4_Right.mp4,RIGHT,ATTACK_FEINT,28,31
2,4_Right.mp4,RIGHT,ATTACK_STEP_CUT,44,48
2,5_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,8,12
2,5_Right.mp4,LEFT,ATTACK_COUNTER,13,16
2,5_Right.mp4,RIGHT,ATTACK_LUNGE,6,15
2,6_Left.mp4,LEFT,ATTACK_LUNGE,17,24
2,7_Right.mp4,LEFT,ATTACK_LUNGE,16,22
2,7_Right.mp4,RIGHT,ATTACK_LUNGE,16,22
2,8_Left.mp4,LEFT,DEFENSE_PARRY_4,23,27
2,8_Left.mp4,RIGHT,ATTACK_LUNGE,18,27
2,9_Right.mp4,LEFT,ATTACK_STEP_CUT,24,29
2,9_Right.mp4,RIGHT,ATTACK_LUNGE,21,26
2,10_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,21,34
2,10_Right.mp4,LEFT,ATTACK_STEP_CUT,51,54
2,10_Right.mp4,RIGHT,ATTACK_LUNGE,17,24
2,10_Right.mp4,RIGHT,ATTACK_STEP_CUT,51,54
2,11_Left.mp4,LEFT,ATTACK_LUNGE,19,26
2,11_Left.mp4,RIGHT,ATTACK_LUNGE,19,25
2,12_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,64,76
2,12_Right.mp4,LEFT,ATTACK_STOP_CUT,83,86
2,12_Right.mp4,LEFT,ATTACK_STOP_CUT,100,103
2,12_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,104,107
2,12_Right.mp4,LEFT,DEFENSE_PARRY_4,108,112
2,12_Right.mp4,RIGHT,ATTACK_FLUNGE,105,112
2,13_Right.mp4,LEFT,ATTACK_LUNGE,15,21
2,13_Right.mp4,RIGHT,ATTACK_LUNGE,16,21
2,14_Right.mp4,LEFT,ATTACK_LUNGE,15,22
2,14_Right.mp4,RIGHT,ATTACK_LUNGE,16,21
2,15_Right.mp4,LEFT,ATTACK_LUNGE,15,20
2,15_Right.mp4,RIGHT,ATTACK_LUNGE,14,20
2,16_Left.mp4,LEFT,ATTACK_BEAT,106,109
2,16_Left.mp4,LEFT,ATTACK_STEP_CUT,155,161
2,16_Left.mp4,RIGHT,ATTACK_STOP_CUT,37,41
2,16_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,64,114
2,16_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,115,130
2,16_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,131,136
2,16_Left.mp4,RIGHT,ATTACK_STOP_CUT,154,158
2,17_Right.mp4,LEFT,ATTACK_STOP_CUT,32,36
2,17_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,37,47
2,17_Right.mp4,RIGHT,ATTACK_LUNGE,36,44
2,18_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,19,33
2,18_Right.mp4,LEFT,ATTACK_FLUNGE,45,50
2,18_Right.mp4,RIGHT,ATTACK_LUNGE,15,21
2,18_Right.mp4,RIGHT,ATTACK_STEP_CUT,45,50
2,19_Left.mp4,LEFT,ATTACK_FEINT,25,28
2,19_Left.mp4,LEFT,ATTACK_STOP_CUT,36,40
2,19_Left.mp4,LEFT,ATTACK_STOP_CUT,45,48
2,19_Left.mp4,LEFT,ATTACK_STOP_CUT,62,66
2,20_Right.mp4,LEFT,ATTACK_STEP_CUT,16,21
2,20_Right.mp4,RIGHT,ATTACK_LUNGE,14,21
2,21_Right.mp4,LEFT,ATTACK_LUNGE,17,24
2,21_Right.mp4,LEFT,ATTACK_BEAT,50,53
2,21_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,64,81
2,21_Right.mp4,LEFT,ATTACK_STOP_CUT,85,88
2,21_Right.mp4,LEFT,DEFENSE_PARRY_2,109,115
2,21_Right.mp4,RIGHT,ATTACK_BEAT,81,85
2,21_Right.mp4,RIGHT,ATTACK_STEP_CUT,114,119
2,22_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,20,26
2,22_Right.mp4,RIGHT,ATTACK_LUNGE,17,27
3,1_Right.mp4,LEFT,ATTACK_LUNGE,22,29
3,1_Right.mp4,LEFT,DEFENSE_PARRY_4,40,44
3,1_Right.mp4,RIGHT,ATTACK_STEP_CUT,37,42
3,2_Right.mp4,LEFT,ATTACK_FEINT,40,44
3,2_Right.mp4,LEFT,ATTACK_STOP_CUT,51,56
3,2_Right.mp4,LEFT,DEFENSE_PARRY_4,63,69
3,2_Right.mp4,LEFT,ATTACK_FLUNGE,241,247
3,2_Right.mp4,LEFT,ATTACK_REMISE,263,272
3,2_Right.mp4,RIGHT,ATTACK_STEP_CUT,60,65
3,2_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,245,258
3,3_Left.mp4,LEFT,ATTACK_FEINT,30,33
3,3_Left.mp4,LEFT,ATTACK_STEP_CUT,45,49
3,3_Left.mp4,RIGHT,ATTACK_STEP_CUT,46,49
3,4_Right.mp4,LEFT,ATTACK_LUNGE,24,31
3,4_Right.mp4,LEFT,ATTACK_COUNTER,43,46
3,4_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,47,51
3,4_Right.mp4,RIGHT,ATTACK_LUNGE,43,51
3,5_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,31,35
3,5_Right.mp4,RIGHT,ATTACK_LUNGE,29,36
3,6_Left.mp4,LEFT,ATTACK_LUNGE,22,29
3,6_Left.mp4,RIGHT,ATTACK_LUNGE,26,30
3,7_Left.mp4,LEFT,ATTACK_BEAT,69,72
3,7_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,95,114
3,7_Left.mp4,LEFT,ATTACK_COUNTER,134,139
3,7_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,70,83
3,7_Left.mp4,RIGHT,ATTACK_LUNGE,97,103
3,7_Left.mp4,RIGHT,ATTACK_STOP_CUT,130,134
3,7_Left.mp4,RIGHT,DEFENSE_PARRY_4,135,139
3,8_Right.mp4,LEFT,ATTACK_BEAT,22,27
3,8_Right.mp4,RIGHT,ATTACK_LUNGE,24,30
3,9_Left.mp4,LEFT,ATTACK_BEAT,106,109
3,9_Left.mp4,LEFT,ATTACK_BEAT,117,120
3,9_Left.mp4,LEFT,ATTACK_BEAT,132,138
3,9_Left.mp4,LEFT,ATTACK_FLUNGE,194,199
3,9_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,68,133
3,9_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,142,156
3,9_Left.mp4,RIGHT,ATTACK_STOP_CUT,174,178
3,10_Left.mp4,LEFT,ATTACK_STEP_CUT,40,44
3,10_Left.mp4,RIGHT,ATTACK_LUNGE,39,44
3,11_Right.mp4,LEFT,DEFENSE_PARRY_2,29,33
3,11_Right.mp4,RIGHT,ATTACK_LUNGE,30,37
3,12_Left.mp4,LEFT,ATTACK_STEP_CUT,25,29
3,12_Left.mp4,RIGHT,DEFENSE_PARRY_5,22,30
3,13_Left.mp4,LEFT,ATTACK_LUNGE,18,28
3,13_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,21,27
3,13_Left.mp4,RIGHT,ATTACK_COUNTER,28,33
3,14_Right.mp4,LEFT,ATTACK_LUNGE,25,32
3,14_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,46,65
3,14_Right.mp4,LEFT,ATTACK_BEAT,94,103
3,14_Right.mp4,LEFT,DEFENSE_PARRY_2,119,123
3,14_Right.mp4,RIGHT,ATTACK_LUNGE,45,53
3,14_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,71,111
3,14_Right.mp4,RIGHT,ATTACK_STEP_CUT,120,127
3,15_Left.mp4,LEFT,ATTACK_LUNGE,18,26
3,15_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,19,29
3,16_Right.mp4,LEFT,DEFENSE_PARRY_4,43,49
3,16_Right.mp4,RIGHT,ATTACK_LUNGE,43,49
3,17_Left.mp4,LEFT,ATTACK_LUNGE,40,46
3,18_Left.mp4,LEFT,ATTACK_LUNGE,23,31
3,18_Left.mp4,RIGHT,ATTACK_LUNGE,28,34
3,19_Left.mp4,LEFT,ATTACK_STEP_CUT,33,37
3,19_Left.mp4,LEFT,ATTACK_STOP_CUT,58,61
3,19_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,62,75
3,19_Left.mp4,LEFT,ATTACK_FLUNGE,164,174
3,19_Left.mp4,RIGHT,ATTACK_STEP_CUT,60,66
3,19_Left.mp4,RIGHT,ATTACK_STOP_CUT,95,99
3,19_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,110,160
3,19_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,167,174
3,20_Right.mp4,LEFT,ATTACK_LUNGE,23,28
3,20_Right.mp4,RIGHT,ATTACK_LUNGE,23,30
3,21_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,34,50
3,22_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,20,23
3,22_Left.mp4,RIGHT,ATTACK_LUNGE,19,25
3,23_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,26,33
3,23_Right.mp4,RIGHT,ATTACK_LUNGE,24,31
3,24_Right.mp4,LEFT,ATTACK_LUNGE,22,28
3,24_Right.mp4,LEFT,ATTACK_STOP_CUT,43,47
3,24_Right.mp4,LEFT,ATTACK_STOP_CUT,53,56
3,24_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,25,36
3,24_Right.mp4,RIGHT,ATTACK_STEP_CUT,52,57
3,25_Left.mp4,LEFT,ATTACK_LUNGE,30,36
3,25_Left.mp4,RIGHT,ATTACK_COUNTER,34,38
3,26_Right.mp4,LEFT,ATTACK_LUNGE,17,22
3,26_Right.mp4,RIGHT,ATTACK_LUNGE,18,22
3,27_Left.mp4,LEFT,DEFENSE_PARRY_5,38,44
3,27_Left.mp4,LEFT,ATTACK_RIPOSTE,45,52
3,27_Left.mp4,RIGHT,ATTACK_FEINT,32,35
3,27_Left.mp4,RIGHT,ATTACK_COUNTER,41,45
4,1_Right.mp4,RIGHT,ATTACK_LUNGE,14,20
4,2_Left.mp4,LEFT,ATTACK_LUNGE,16,22
4,2_Left.mp4,LEFT,ATTACK_STOP_CUT,51,55
4,2_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,20,32
4,2_Left.mp4,RIGHT,ATTACK_LUNGE,46,54
4,3_Left.mp4,LEFT,ATTACK_LUNGE,15,20
4,3_Left.mp4,RIGHT,ATTACK_LUNGE,19,23
4,4_Right.mp4,RIGHT,ATTACK_STOP_CUT,21,26
4,4_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,27,38
4,4_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,39,53
4,5_Left.mp4,RIGHT,ATTACK_LUNGE,16,23
4,6_Left.mp4,LEFT,ATTACK_LUNGE,28,34
4,6_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,52,74
4,6_Left.mp4,LEFT,ATTACK_RIPOSTE,117,122
4,6_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,27,44
4,6_Left.mp4,RIGHT,ATTACK_COUNTER,51,57
4,6_Left.mp4,RIGHT,ATTACK_STOP_CUT,86,91
4,6_Left.mp4,RIGHT,ATTACK_STOP_CUT,102,116
4,7_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,17,40
4,7_Right.mp4,LEFT,ATTACK_BEAT,57,62
4,7_Right.mp4,RIGHT,ATTACK_LUNGE,13,21
4,7_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,50,72
4,7_Right.mp4,RIGHT,ATTACK_STOP_CUT,94,101
4,8_Left.mp4,LEFT,ATTACK_LUNGE,18,25
4,8_Left.mp4,LEFT,ATTACK_REMISE,34,37
4,8_Left.mp4,LEFT,DEFENSE_POINT_IN_LINE,52,74
4,8_Left.mp4,LEFT,DEFENSE_POINT_IN_LINE,83,127
4,8_Left.mp4,LEFT,ATTACK_STOP_CUT,128,132
4,8_Left.mp4,LEFT,ATTACK_COUNTER,136,139
4,8_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,24,48
4,8_Left.mp4,RIGHT,ATTACK_BEAT,112,119
4,8_Left.mp4,RIGHT,ATTACK_LUNGE,130,138
4,9_Left.mp4,LEFT,ATTACK_LUNGE,28,35
4,9_Left.mp4,RIGHT,ATTACK_LUNGE,24,34
4,10_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,18,40
4,10_Right.mp4,LEFT,ATTACK_LUNGE,114,120
4,10_Right.mp4,LEFT,ATTACK_BEAT,158,162
4,10_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,177,186
4,10_Right.mp4,LEFT,ATTACK_STOP_CUT,198,201
4,10_Right.mp4,LEFT,ATTACK_STOP_CUT,208,211
4,10_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,212,236
4,10_Right.mp4,LEFT,ATTACK_STOP_CUT,241,245
4,10_Right.mp4,RIGHT,ATTACK_LUNGE,13,22
4,10_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,39,71
4,10_Right.mp4,RIGHT,ATTACK_BEAT,72,79
4,10_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,106,133
4,10_Right.mp4,RIGHT,ATTACK_FLUNGE,247,256
4,11_Right.mp4,RIGHT,ATTACK_LUNGE,14,22
4,12_Left.mp4,LEFT,ATTACK_STEP_CUT,53,58
4,12_Left.mp4,RIGHT,ATTACK_STOP_CUT,25,28
4,12_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,29,38
4,12_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,39,56
4,13_Left.mp4,LEFT,ATTACK_LUNGE,18,23
4,13_Left.mp4,RIGHT,ATTACK_LUNGE,19,25
4,14_Right.mp4,LEFT,ATTACK_LUNGE,38,43
4,14_Right.mp4,RIGHT,ATTACK_STOP_CUT,35,39
4,14_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,40,43
4,15_Right.mp4,LEFT,ATTACK_LUNGE,14,20
4,15_Right.mp4,RIGHT,ATTACK_LUNGE,13,22
4,16_Right.mp4,LEFT,ATTACK_LUNGE,19,25
4,16_Right.mp4,LEFT,ATTACK_REMISE,32,36
4,16_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,50,84
4,16_Right.mp4,LEFT,ATTACK_STOP_CUT,91,96
4,16_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,24,34
4,16_Right.mp4,RIGHT,ATTACK_LUNGE,89,96
4,17_Left.mp4,LEFT,ATTACK_LUNGE,29,34
4,17_Left.mp4,RIGHT,ATTACK_STEP_CUT,28,34
4,18_Left.mp4,LEFT,ATTACK_COUNTER,20,25
4,18_Left.mp4,RIGHT,ATTACK_LUNGE,13,20
4,19_Left.mp4,LEFT,ATTACK_LUNGE,25,30
4,19_Left.mp4,RIGHT,DEFENSE_PARRY_4,26,30
4,20_Left.mp4,LEFT,ATTACK_RIPOSTE,22,26
4,20_Left.mp4,RIGHT,ATTACK_FLUNGE,16,26
4,21_Left.mp4,LEFT,ATTACK_STEP_CUT,24,28
4,21_Left.mp4,RIGHT,ATTACK_LUNGE,21,28
4,22_Right.mp4,LEFT,ATTACK_LUNGE,15,22
4,22_Right.mp4,RIGHT,ATTACK_LUNGE,13,20
4,23_Right.mp4,LEFT,ATTACK_LUNGE,82,86
4,23_Right.mp4,RIGHT,ATTACK_STOP_CUT,22,27
4,23_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,28,39
4,23_Right.mp4,RIGHT,DEFENSE_POINT_IN_LINE,40,55
4,23_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,56,69
4,24_Right.mp4,RIGHT,ATTACK_LUNGE,12,18
4,25_Left.mp4,LEFT,ATTACK_LUNGE,26,32
4,25_Left.mp4,RIGHT,ATTACK_STEP_CUT,27,33
4,26_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,17,21
4,26_Right.mp4,RIGHT,ATTACK_LUNGE,16,21
4,27_Right.mp4,LEFT,ATTACK_LUNGE,13,18
4,27_Right.mp4,RIGHT,ATTACK_LUNGE,13,18
4,28_Left.mp4,LEFT,ATTACK_LUNGE,15,20
4,28_Left.mp4,RIGHT,ATTACK_LUNGE,16,22
5,1_Left.mp4,LEFT,ATTACK_LUNGE,23,31
5,1_Left.mp4,RIGHT,ATTACK_LUNGE,21,31
5,2_Right.mp4,LEFT,ATTACK_LUNGE,17,23
5,2_Right.mp4,LEFT,ATTACK_REMISE,33,38
5,2_Right.mp4,RIGHT,ATTACK_STEP_CUT,32,35
5,3_Left.mp4,LEFT,ATTACK_FLUNGE,58,67
5,3_Left.mp4,RIGHT,ATTACK_LUNGE,9,15
5,3_Left.mp4,RIGHT,ATTACK_STOP_CUT,24,27
5,3_Left.mp4,RIGHT,ATTACK_STOP_CUT,43,47
5,3_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,56,67
5,4_Right.mp4,LEFT,ATTACK_LUNGE,14,20
5,4_Right.mp4,RIGHT,ATTACK_COUNTER,21,25
5,5_Right.mp4,LEFT,ATTACK_LUNGE,23,29
5,5_Right.mp4,RIGHT,ATTACK_LUNGE,23,26
5,5_Right.mp4,RIGHT,ATTACK_RIPOSTE,30,34
5,6_Right.mp4,LEFT,ATTACK_STOP_CUT,29,35
5,6_Right.mp4,RIGHT,ATTACK_LUNGE,34,38
5,7_Right.mp4,RIGHT,ATTACK_LUNGE,5,11
5,8_Right.mp4,LEFT,ATTACK_STEP_CUT,28,33
5,8_Right.mp4,RIGHT,ATTACK_LUNGE,24,30
5,9_Right.mp4,LEFT,ATTACK_STEP_CUT,30,33
5,9_Right.mp4,RIGHT,ATTACK_LUNGE,23,29
5,10_Left.mp4,LEFT,ATTACK_LUNGE,21,28
5,11_Right.mp4,RIGHT,ATTACK_FLUNGE,14,21
5,12_Right.mp4,LEFT,ATTACK_LUNGE,27,33
5,12_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,49,72
5,12_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,90,106
5,12_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,24,42
5,12_Right.mp4,RIGHT,ATTACK_BEAT,99,102
5,12_Right.mp4,RIGHT,ATTACK_COUNTER,125,128
5,13_Left.mp4,LEFT,ATTACK_FEINT,9,14
5,13_Left.mp4,LEFT,ATTACK_LUNGE,44,51
5,13_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,9,36
5,14_Right.mp4,LEFT,ATTACK_LUNGE,18,24
5,14_Right.mp4,RIGHT,ATTACK_BEAT,21,24
5,14_Right.mp4,RIGHT,ATTACK_RIPOSTE,25,29
5,15_Left.mp4,RIGHT,ATTACK_LUNGE,26,32
5,16_Right.mp4,LEFT,ATTACK_LUNGE,30,36
5,16_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,48,80
5,16_Right.mp4,LEFT,DEFENSE_DISTANCE_PULL,81,92
5,16_Right.mp4,LEFT,DEFENSE_POINT_IN_LINE,93,146
5,16_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,25,45
5,16_Right.mp4,RIGHT,ATTACK_BEAT,53,56
5,16_Right.mp4,RIGHT,ATTACK_BEAT,81,84
5,16_Right.mp4,RIGHT,ATTACK_BEAT,95,98
5,16_Right.mp4,RIGHT,ATTACK_BEAT,114,117
5,16_Right.mp4,RIGHT,ATTACK_BEAT,121,126
5,16_Right.mp4,RIGHT,ATTACK_BEAT,141,145
5,16_Right.mp4,RIGHT,ATTACK_RIPOSTE,146,152
5,17_Right.mp4,LEFT,ATTACK_STOP_CUT,30,33
5,17_Right.mp4,RIGHT,ATTACK_LUNGE,40,48
5,18_Left.mp4,LEFT,ATTACK_LUNGE,19,25
5,18_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,70,82
5,18_Left.mp4,LEFT,ATTACK_LUNGE,131,136
5,18_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,22,37
5,18_Left.mp4,RIGHT,ATTACK_LUNGE,61,70
5,18_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,92,138
5,19_Right.mp4,LEFT,ATTACK_LUNGE,22,26
5,19_Right.mp4,RIGHT,ATTACK_LUNGE,18,24
5,20_Left.mp4,LEFT,ATTACK_LUNGE,21,25
5,20_Left.mp4,RIGHT,ATTACK_LUNGE,20,26
5,21_Left.mp4,LEFT,ATTACK_LUNGE,17,23
5,21_Left.mp4,RIGHT,ATTACK_LUNGE,20,24
5,22_Right.mp4,LEFT,ATTACK_STEP_CUT,87,94
5,22_Right.mp4,RIGHT,ATTACK_STOP_CUT,14,17
5,22_Right.mp4,RIGHT,DEFENSE_DISTANCE_PULL,62,81
5,22_Right.mp4,RIGHT,ATTACK_STOP_CUT,91,95
5,23_Right.mp4,LEFT,ATTACK_STEP_CUT,28,34
5,23_Right.mp4,RIGHT,ATTACK_LUNGE,23,29
6,1_Left.mp4,LEFT,ATTACK_LUNGE,22,29
6,1_Left.mp4,RIGHT,DEFENSE_PARRY_4,27,31
6,2_Left.mp4,LEFT,ATTACK_BEAT,65,69
6,2_Left.mp4,LEFT,ATTACK_LUNGE,101,110
6,2_Left.mp4,RIGHT,ATTACK_LUNGE,27,34
6,2_Left.mp4,RIGHT,ATTACK_REMISE,41,46
6,2_Left.mp4,RIGHT,DEFENSE_POINT_IN_LINE,61,71
6,2_Left.mp4,RIGHT,DEFENSE_DISTANCE_PULL,96,107
6,2_Left.mp4,RIGHT,ATTACK_COUNTER,108,111
6,3_Left.mp4,LEFT,DEFENSE_DISTANCE_PULL,21,50
6,3_Left.mp4,LEFT,ATTACK_LUNGE,120,125
6,3_Left.mp4,RIGHT,ATTACK_LUNGE,27,33
6,3_Left.mp4,RIGHT,ATTACK_STOP_CUT,61,65
6,3_Left.mp4,RIGHT,ATTACK_STOP_CUT,111,114
6,4_Right.mp4,LEFT,ATTACK_LUNGE,18,22
6,4_Right.mp4,RIGHT,ATTACK_LUNGE,16,21
6,5_Left.mp4,LEFT,ATTACK_LUNGE,32,37
6,5_Left.mp4,RIGHT,DEFENSE_PARRY_5,31,37
6,5_Left.mp4,RIGHT,ATTACK_RIPOSTE,38,42
6,6_Right.mp4,LEFT,ATTACK_LUNGE,5,10
